"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.937473417071899,0.451,0.207,0,"5","Lrrc8d"
0,1.41240014233208,0.372,0.128,0,"5","Triqk"
0,1.59845793244988,0.347,0.103,0,"5","Apba1"
0,1.12313104113088,0.409,0.165,0,"5","Ptpn13"
0,1.1046991619905,0.409,0.165,0,"5","Flywch1"
0,0.894434476354702,0.475,0.231,0,"5","Bad"
0,0.59281007394299,0.581,0.337,0,"5","Mrpl43"
0,1.69482878441762,0.34,0.097,0,"5","Pappa"
0,0.732394780131785,0.516,0.273,0,"5","BC005561"
0,0.825952041171194,0.482,0.239,0,"5","Ppp2r2d"
0,1.04062255437111,0.432,0.189,0,"5","Dalrd3"
0,0.971210116859762,0.433,0.19,0,"5","Ulk2"
0,0.686590365315299,0.525,0.283,0,"5","Ilf2"
0,1.74746941287702,0.335,0.093,0,"5","Mapk4"
0,0.801627395893352,0.501,0.259,0,"5","Bola1"
0,1.46217571685679,0.364,0.122,0,"5","Tulp3"
0,1.91280074772547,0.324,0.082,0,"5","Csrnp2"
0,0.882219280406607,0.47,0.228,0,"5","Xpo1"
0,0.664896325487788,0.543,0.302,0,"5","Commd6"
0,0.919540780724316,0.45,0.209,0,"5","Pon3"
0,1.73501463473422,0.33,0.089,0,"5","Gm10432"
0,1.3285600303843,0.378,0.137,0,"5","Gm15417"
0,1.42405729048105,0.366,0.125,0,"5","Gpr137"
0,1.25418123586359,0.385,0.145,0,"5","Pck2"
0,0.498898227726525,0.912,0.672,0,"5","Ndufc2"
0,1.87018862132043,0.322,0.082,0,"5","Brsk2"
0,1.3602321750194,0.372,0.132,0,"5","Lrrc45"
0,1.85339646901267,0.324,0.084,0,"5","Tspyl5"
0,1.89087087209786,0.318,0.078,0,"5","Maats1"
0,1.94720784808729,0.316,0.076,0,"5","Ttbk1"
0,1.52096645621234,0.353,0.113,0,"5","Lclat1"
0,1.59244780463672,0.346,0.106,0,"5","Ppp2r5b"
0,0.708704549606734,0.515,0.276,0,"5","Atxn2l"
0,0.961420771421547,0.441,0.202,0,"5","Sacm1l"
0,1.30273271500265,0.373,0.134,0,"5","Dync2li1"
0,1.90600028849408,0.318,0.079,0,"5","Cfap58"
0,0.759322568813414,0.503,0.264,0,"5","Upf3b"
0,1.65651226157748,0.334,0.096,0,"5","Foxo6"
0,1.148403919452,0.393,0.155,0,"5","Specc1"
0,1.65932619739125,0.334,0.096,0,"5","Ttll5"
0,1.48715699089342,0.35,0.112,0,"5","Zfp180"
0,1.78003882090738,0.323,0.085,0,"5","Sowaha"
0,0.957772661436877,0.44,0.202,0,"5","Ap4s1"
0,0.694611617916928,0.524,0.287,0,"5","Smarcc2"
0,0.68158174477655,0.452,0.215,0,"5","Rassf4"
0,1.1676561872166,0.394,0.157,0,"5","Snx14"
0,1.17005751633754,0.393,0.156,0,"5","Rdh14"
0,0.985922674932567,0.414,0.177,0,"5","Stk40"
0,0.796727511413306,0.473,0.236,0,"5","Polb"
0,1.77882398239182,0.32,0.083,0,"5","Lrrc6"
0,0.825702729006075,0.471,0.234,0,"5","Ss18l2"
0,0.651174032133954,0.525,0.289,0,"5","Rabep1"
0,1.17478165241993,0.387,0.151,0,"5","Chchd4"
0,0.925802782995661,0.444,0.208,0,"5","Bod1"
0,0.981834920595862,0.428,0.192,0,"5","Sdhaf1"
0,0.759798834344806,0.481,0.245,0,"5","Sesn3"
0,1.24766963374892,0.39,0.155,0,"5","D1Ertd622e"
0,1.71816544631193,0.325,0.09,0,"5","Ttc30b"
0,0.868083865328476,0.456,0.221,0,"5","Emc8"
0,0.749659614846802,0.489,0.254,0,"5","Tiprl"
0,0.714143880395381,0.51,0.275,0,"5","Phyh"
0,1.29711708483991,0.37,0.135,0,"5","Igsf3"
0,0.849799845825961,0.424,0.189,0,"5","Rgs3"
0,0.739154852269678,0.478,0.243,0,"5","Ssbp3"
0,0.975141963120139,0.431,0.196,0,"5","Usp48"
0,1.4019418695748,0.355,0.12,0,"5","Trpc1"
0,0.665845819773234,0.501,0.266,0,"5","Sec14l1"
0,0.416908266759353,0.493,0.258,0,"5","Lyst"
0,0.430323217197257,0.86,0.625,0,"5","Prpf4b"
0,1.03458299325631,0.414,0.179,0,"5","Rad17"
0,0.617820625186224,0.943,0.708,0,"5","Ndfip1"
0,1.17099990005773,0.394,0.16,0,"5","Nudt2"
0,1.81466459581316,0.31,0.076,0,"5","Fam178b"
0,1.23633729180209,0.365,0.131,0,"5","Plekhm3"
0,0.754951359472511,0.501,0.267,0,"5","Nop56"
0,1.86115637453648,0.312,0.078,0,"5","Slc14a2"
0,0.948514499968649,0.437,0.204,0,"5","Idh3a"
0,0.73377658860845,0.413,0.18,0,"5","Nrp2"
0,1.87166865158258,0.305,0.072,0,"5","Cfap65"
0,0.736769414168217,0.486,0.253,0,"5","Mrps5"
0,0.751414510398707,0.501,0.268,0,"5","Slc25a39"
0,0.772064152026284,0.486,0.253,0,"5","Ddx1"
0,0.965101292463695,0.425,0.192,0,"5","Btaf1"
0,0.632098981562058,0.514,0.282,0,"5","U2af2"
0,1.11805438510575,0.383,0.151,0,"5","Phtf1"
0,0.803224201192741,0.433,0.201,0,"5","Cep170"
0,0.973664339249831,0.418,0.186,0,"5","Ddhd2"
0,1.00745596245984,0.419,0.187,0,"5","Map7"
0,1.94454136286957,0.306,0.074,0,"5","Anks1b"
0,0.970046560641389,0.413,0.181,0,"5","Heatr6"
0,1.93499271657522,0.307,0.075,0,"5","Gm47484"
0,0.770593016348722,0.468,0.237,0,"5","Cyth2"
0,1.21370176496638,0.373,0.142,0,"5","Pacs2"
0,1.63470333265459,0.332,0.101,0,"5","Ammecr1"
0,0.894319544208583,0.428,0.197,0,"5","Ube2w"
0,1.96176117196036,0.305,0.074,0,"5","Rims3"
0,1.84576442518274,0.312,0.081,0,"5","Rundc3b"
0,1.92867012047958,0.305,0.074,0,"5","Gpr162"
0,0.443518149423418,0.508,0.277,0,"5","Pafah1b3"
0,1.29149458041636,0.364,0.133,0,"5","H2afy2"
0,0.746740530739843,0.51,0.279,0,"5","Samm50"
0,1.79751197032099,0.316,0.085,0,"5","Zdhhc23"
0,1.09712503769573,0.37,0.139,0,"5","Sema6a"
0,0.888105794927336,0.44,0.21,0,"5","Mtx2"
0,1.0443834773305,0.391,0.161,0,"5","Mical2"
0,1.71212963321451,0.32,0.09,0,"5","Ankrd13b"
0,0.960092316552304,0.413,0.183,0,"5","Smg7"
0,0.658120400925962,0.493,0.263,0,"5","Aebp2"
0,1.60817197647895,0.317,0.088,0,"5","Celf3"
0,0.887274128467988,0.438,0.209,0,"5","Gnpda2"
0,0.844765352336242,0.44,0.211,0,"5","Rpa3"
0,0.903569213344217,0.437,0.208,0,"5","Pex7"
0,1.32692728525115,0.349,0.12,0,"5","Creb3l1"
0,1.34794723523927,0.354,0.125,0,"5","Nphp1"
0,0.684201004618051,0.507,0.278,0,"5","Psme4"
0,1.08719075174632,0.398,0.17,0,"5","Memo1"
0,1.26162324648824,0.361,0.133,0,"5","Msi1"
0,0.801734946007748,0.439,0.212,0,"5","Mtus1"
0,1.59388048240287,0.327,0.1,0,"5","Nek4"
0,1.8608316137371,0.306,0.079,0,"5","Xkr4"
0,1.33033647476904,0.353,0.126,0,"5","Cc2d2a"
0,0.675070776801282,0.504,0.277,0,"5","Emc3"
0,0.500473547570394,0.916,0.69,0,"5","Sf3b2"
0,1.00880912658993,0.403,0.177,0,"5","Gnl3l"
0,1.67996469930653,0.317,0.091,0,"5","Bbs5"
0,0.767682210619888,0.454,0.228,0,"5","Usp1"
0,1.17770424909472,0.369,0.143,0,"5","Fam53c"
0,3.01514104467313,0.259,0.033,0,"5","Pcdh11x"
0,1.24315639883634,0.366,0.14,0,"5","Osbpl6"
0,1.83281540837714,0.306,0.08,0,"5","Bbs1"
0,1.185150333124,0.37,0.145,0,"5","Eef2k"
0,1.10361384347247,0.382,0.157,0,"5","Aars"
0,1.04293919885399,0.391,0.166,0,"5","Ubl7"
0,1.06586149858448,0.39,0.165,0,"5","Mettl16"
0,1.0073575158082,0.394,0.169,0,"5","Ppp2r3c"
0,1.16681313547813,0.37,0.145,0,"5","Wdfy2"
0,2.07483710101885,0.289,0.064,0,"5","1700003E16Rik"
0,2.15264018188676,0.285,0.06,0,"5","Pcdhb1"
0,1.45169555208387,0.335,0.111,0,"5","Ttbk2"
0,1.48016757462837,0.331,0.107,0,"5","Slc24a5"
0,1.36477805715679,0.338,0.114,0,"5","Gm9856"
0,0.709790192824047,0.456,0.232,0,"5","Camk1"
0,1.13465554957702,0.357,0.133,0,"5","Gm1673"
0,1.23199169097984,0.358,0.134,0,"5","C2cd3"
0,1.38327105099493,0.342,0.119,0,"5","Fbxo45"
0,1.12561112711935,0.377,0.154,0,"5","Slc25a46"
0,1.94730918454707,0.294,0.071,0,"5","Gm45060"
0,0.689147601891726,0.487,0.264,0,"5","Usp16"
0,1.28361972169494,0.325,0.103,0,"5","Jam3"
0,1.34945555034149,0.341,0.119,0,"5","Arel1"
0,1.37618552615842,0.339,0.117,0,"5","Poc5"
0,1.45046397527096,0.33,0.108,0,"5","Golga7b"
0,1.39200219738005,0.336,0.114,0,"5","2010204K13Rik"
0,1.702270029243,0.309,0.087,0,"5","Phyhipl"
0,0.737378320188787,0.456,0.234,0,"5","Slu7"
0,0.454051804723399,0.984,0.762,0,"5","Mt1"
0,0.873309357779897,0.412,0.19,0,"5","Tspyl1"
0,1.2806504754014,0.347,0.125,0,"5","Tmem184b"
0,0.920741761168111,0.408,0.186,0,"5","Scaf8"
0,1.5148296473335,0.326,0.105,0,"5","Slc22a23"
0,1.46919674034241,0.329,0.108,0,"5","Abhd6"
0,0.890223231094611,0.388,0.167,0,"5","Zdhhc18"
0,0.77952118289424,0.448,0.227,0,"5","Vta1"
0,0.772229018449372,0.496,0.275,0,"5","Cflar"
0,1.3867534076339,0.346,0.125,0,"5","Clip4"
0,1.30184741411667,0.345,0.124,0,"5","Prps1"
0,1.40408143654539,0.334,0.114,0,"5","Zfp64"
0,1.39645501578339,0.333,0.113,0,"5","Eml1"
0,1.12533414176249,0.37,0.15,0,"5","Fam126b"
0,1.03885115934878,0.386,0.166,0,"5","Golga2"
0,1.16831690140061,0.369,0.149,0,"5","Mlh3"
0,1.09514940573138,0.376,0.156,0,"5","Mapk8"
0,0.796511164042066,0.446,0.226,0,"5","Hacd2"
0,1.91699145640641,0.292,0.072,0,"5","Dzank1"
0,1.97923730108582,0.291,0.071,0,"5","Pakap"
0,0.753432096894398,0.454,0.235,0,"5","Tspan31"
0,0.981483183527036,0.396,0.177,0,"5","Chuk"
0,0.797199916108081,0.446,0.227,0,"5","Pmpcb"
0,0.792200513490461,0.447,0.228,0,"5","Cox19"
0,0.79310660926664,0.443,0.224,0,"5","Tex264"
0,0.767132763438147,0.45,0.231,0,"5","Ap3d1"
0,1.76753786146439,0.3,0.081,0,"5","Rnf32"
0,0.935721643945317,0.409,0.19,0,"5","Jagn1"
0,0.687593776278647,0.458,0.24,0,"5","Rc3h2"
0,2.2390435331523,0.272,0.054,0,"5","Cdh15"
0,1.04446774237077,0.384,0.166,0,"5","Ago1"
0,0.786646078845889,0.436,0.218,0,"5","Dync1li1"
0,1.11324161479266,0.372,0.154,0,"5","Tmem106c"
0,2.02264719181995,0.283,0.065,0,"5","Lhfpl4"
0,1.28454357668101,0.349,0.131,0,"5","Tmem218"
0,1.78745481742562,0.298,0.08,0,"5","Gm16196"
0,1.37314744547081,0.333,0.116,0,"5","Slc39a3"
0,0.989795391306592,0.385,0.168,0,"5","Mrps31"
0,1.03235555931403,0.374,0.157,0,"5","Epn2"
0,1.25342792946247,0.346,0.129,0,"5","Smg5"
0,2.0093335660691,0.283,0.066,0,"5","Slc45a1"
0,1.19567049246238,0.354,0.137,0,"5","Gmcl1"
0,1.43635658460435,0.313,0.097,0,"5","Sema7a"
0,0.783479464859417,0.425,0.209,0,"5","Ttc5"
0,1.79661465948321,0.294,0.078,0,"5","Mak"
0,2.2917383823282,0.265,0.05,0,"5","Gcnt7"
0,1.34512248539045,0.331,0.116,0,"5","Stk38l"
0,1.26164227516463,0.342,0.127,0,"5","Atmin"
0,0.954124851009705,0.391,0.176,0,"5","Fam13b"
0,0.994505931363168,0.379,0.164,0,"5","Lnpk"
0,1.55061179288592,0.313,0.098,0,"5","Lekr1"
0,0.763530093436848,0.448,0.233,0,"5","Ubr4"
0,0.733894111132556,0.437,0.222,0,"5","Leng8"
0,1.66360167461082,0.303,0.088,0,"5","Ndrg4"
0,0.814338679220179,0.429,0.214,0,"5","Ap1g1"
0,1.1223455412662,0.37,0.155,0,"5","Fundc1"
0,0.862272044752938,0.414,0.199,0,"5","Tpgs1"
0,1.00592117443724,0.355,0.14,0,"5","Lifr"
0,2.02703968828265,0.276,0.062,0,"5","Rims1"
0,1.21618120100849,0.343,0.129,0,"5","Zer1"
0,1.39619437295946,0.326,0.112,0,"5","Epb41l4b"
0,1.38734899858364,0.326,0.112,0,"5","Stoml1"
0,1.46101481795272,0.314,0.1,0,"5","Syn2"
0,1.01706746113194,0.375,0.161,0,"5","Stox2"
0,0.449184486030411,0.423,0.209,0,"5","Hist1h4d"
0,0.814300544594131,0.419,0.205,0,"5","Oxr1"
0,0.760821786216511,0.425,0.211,0,"5","Senp7"
0,1.82609043061885,0.288,0.074,0,"5","Vwa3b"
0,1.86313902081273,0.287,0.073,0,"5","Srrm3"
0,1.06170454448502,0.353,0.139,0,"5","6430548M08Rik"
0,0.697689974583049,0.452,0.239,0,"5","Ccdc107"
0,0.724588517663232,0.431,0.218,0,"5","Atf6"
0,0.75801415681633,0.426,0.213,0,"5","Med31"
0,0.733941737891061,0.977,0.764,0,"5","App"
0,1.39118141490704,0.323,0.111,0,"5","Vopp1"
0,1.4589428010604,0.317,0.105,0,"5","Vps33b"
0,0.978535354552129,0.384,0.172,0,"5","Dynlt1f"
0,0.919526712221987,0.38,0.168,0,"5","Cdc14a"
0,1.17435119111672,0.346,0.134,0,"5","Mtf1"
0,0.551005148728474,0.982,0.77,0,"5","Pkm"
0,1.96229449239579,0.276,0.065,0,"5","Snph"
0,1.97120637243034,0.279,0.068,0,"5","Tmem151a"
0,0.668174883143184,0.434,0.223,0,"5","Casp3"
0,0.818222911211572,0.416,0.205,0,"5","Gnptg"
0,1.67370765879071,0.299,0.088,0,"5","Cidea"
0,1.16321314394305,0.351,0.14,0,"5","St7l"
0,1.13743732970435,0.345,0.134,0,"5","Socs5"
0,0.480449021023111,0.921,0.711,0,"5","Ndufb8"
0,1.21911650303537,0.342,0.132,0,"5","Hacd1"
0,1.32084405469635,0.324,0.114,0,"5","Zfand2a"
0,0.869407473363712,0.401,0.191,0,"5","Gt(ROSA)26Sor"
0,0.908085683644016,0.39,0.18,0,"5","Gtf2e2"
0,0.963117849049221,0.389,0.179,0,"5","Nipal2"
0,1.00413342252797,0.376,0.166,0,"5","Ncoa6"
0,0.97703623761648,0.372,0.162,0,"5","Ptbp2"
0,0.915047469249082,0.389,0.18,0,"5","Diablo"
0,1.34334953313606,0.322,0.113,0,"5","Sept8"
0,1.16865311875567,0.35,0.141,0,"5","Ccdc91"
0,0.741295876262043,0.423,0.214,0,"5","Clptm1"
0,0.770396960965878,0.415,0.206,0,"5","Hivep1"
0,1.05868935437075,0.359,0.15,0,"5","Ap3m1"
0,0.846065207632387,0.41,0.201,0,"5","0610009B22Rik"
0,0.800614427539048,0.405,0.197,0,"5","Srsf4"
0,1.79741551467499,0.28,0.072,0,"5","Ccdc114"
0,0.823871860870922,0.401,0.193,0,"5","Pcgf5"
0,0.965284026093901,0.376,0.168,0,"5","Hdgfl3"
0,1.09988558941565,0.354,0.146,0,"5","Dapk1"
0,0.709098324819316,0.442,0.234,0,"5","Iws1"
0,1.78921962326804,0.287,0.079,0,"5","Fbxo10"
0,1.79215762306856,0.284,0.076,0,"5","Morn4"
0,1.22917771956861,0.336,0.129,0,"5","Stam"
0,0.88468172435164,0.388,0.181,0,"5","Sppl3"
0,1.1538182955221,0.338,0.131,0,"5","Traf3"
0,0.882440612658919,0.389,0.182,0,"5","Ankra2"
0,1.53490886075607,0.3,0.093,0,"5","Chn1"
0,0.790124317354876,0.375,0.168,0,"5","Cttnbp2nl"
0,1.02080902539077,0.364,0.157,0,"5","Nrf1"
0,0.783581515445829,0.424,0.217,0,"5","Ppfia1"
0,0.774275098900825,0.418,0.211,0,"5","March2"
0,1.37339764931679,0.315,0.109,0,"5","1110051M20Rik"
0,0.893888402160447,0.39,0.184,0,"5","Tmem230"
0,1.86005272471898,0.276,0.07,0,"5","Pak7"
0,1.42859263005304,0.31,0.104,0,"5","Tshz3"
0,0.803642663081439,0.405,0.199,0,"5","B3gat3"
0,0.95402267180225,0.376,0.17,0,"5","C1qtnf4"
0,1.1144517582789,0.348,0.142,0,"5","Tmem80"
0,0.499576795995049,0.94,0.734,0,"5","Rnasek"
0,0.811823436871914,0.408,0.202,0,"5","Atad1"
0,1.35907608837058,0.32,0.115,0,"5","Sytl1"
0,0.773827432675717,0.401,0.196,0,"5","Fry"
0,1.17410359520421,0.338,0.133,0,"5","Etfrf1"
0,0.896396068122941,0.378,0.173,0,"5","Fdft1"
0,1.1729793559908,0.335,0.13,0,"5","Spats2"
0,1.25139135374961,0.329,0.124,0,"5","Mageh1"
0,1.61345392632393,0.292,0.087,0,"5","Ell3"
0,0.960812339167171,0.373,0.168,0,"5","Casd1"
0,1.02511398456249,0.361,0.156,0,"5","Snap47"
0,1.69345246831006,0.285,0.08,0,"5","Dlgap3"
0,0.825281465097277,0.404,0.2,0,"5","Coq2"
0,1.71540295358731,0.28,0.076,0,"5","Lrrc46"
0,0.865088821826772,0.38,0.176,0,"5","Casc3"
0,1.20425011709653,0.332,0.128,0,"5","Trappc2"
0,1.44856037398466,0.291,0.087,0,"5","Wdr66"
0,1.58970048701468,0.288,0.084,0,"5","Crmp1"
0,0.692051368596379,0.956,0.752,0,"5","Atp5o"
0,0.845470367862328,0.398,0.195,0,"5","Asna1"
0,1.1221833079516,0.342,0.139,0,"5","Cep162"
0,1.33424572390601,0.316,0.113,0,"5","Tmem181a"
0,1.22268234585854,0.324,0.121,0,"5","Enox2"
0,1.59067662630269,0.289,0.086,0,"5","Fank1"
0,1.48133861458893,0.3,0.097,0,"5","Rffl"
0,0.745720067848555,0.42,0.217,0,"5","Ylpm1"
0,1.54921773585831,0.291,0.088,0,"5","Zdhhc14"
0,1.19572687331198,0.328,0.126,0,"5","Zbtb37"
0,1.34710723516584,0.313,0.111,0,"5","Osbpl5"
0,1.13445073891697,0.312,0.11,0,"5","Mef2b"
0,0.88765714473049,0.38,0.178,0,"5","Lats1"
0,0.916239327329771,0.374,0.172,0,"5","Cbll1"
0,1.08406952478744,0.339,0.137,0,"5","3110056K07Rik"
0,1.9369465708584,0.264,0.062,0,"5","Cfap70"
0,0.840865773634354,0.389,0.187,0,"5","Arid2"
0,0.713653216503702,0.408,0.206,0,"5","Rb1"
0,0.876949177816682,0.371,0.169,0,"5","Kpna1"
0,1.82475785607341,0.273,0.072,0,"5","Napb"
0,1.88335408128362,0.269,0.068,0,"5","Nacad"
0,0.817225942007387,0.386,0.185,0,"5","Smarcd1"
0,1.11883054509218,0.341,0.14,0,"5","Mex3c"
0,1.04932077757234,0.349,0.148,0,"5","Tusc2"
0,1.60777601875785,0.288,0.087,0,"5","2210408I21Rik"
0,1.0737917770473,0.356,0.155,0,"5","Macrod1"
0,0.774186044304992,0.404,0.204,0,"5","Ufsp2"
0,0.778993191651125,0.398,0.198,0,"5","Cep83"
0,1.13142195721787,0.335,0.135,0,"5","Smim13"
0,1.20463184953031,0.326,0.126,0,"5","2810402E24Rik"
0,0.805286563747108,0.394,0.194,0,"5","Tcf20"
0,0.677870350360455,0.4,0.2,0,"5","Cxadr"
0,1.21796328164824,0.327,0.127,0,"5","2310061I04Rik"
0,1.31140334516961,1,0.8,0,"5","Aplp2"
0,1.13028477318729,0.335,0.136,0,"5","Fbxo28"
0,0.871817963903338,0.38,0.181,0,"5","Snapin"
0,1.89921790406321,0.266,0.067,0,"5","Astn2"
0,1.79617742808425,0.272,0.073,0,"5","Ttc26"
0,1.09987206168135,0.338,0.139,0,"5","Eef1akmt2"
0,0.852595344306525,0.38,0.181,0,"5","Vps4a"
0,1.93392369521522,0.262,0.063,0,"5","Ccdc151"
0,1.83851506038361,0.269,0.07,0,"5","Fbxl2"
0,0.856035078854368,0.383,0.184,0,"5","Ccnh"
0,1.41416002327735,0.287,0.088,0,"5","1700007K13Rik"
0,1.50877855258044,0.292,0.093,0,"5","Dnajc16"
0,1.04182171680342,0.348,0.149,0,"5","Erlin2"
0,0.911330934734314,0.99,0.791,0,"5","Pafah1b1"
0,1.56111880213505,0.276,0.078,0,"5","Adam23"
0,1.40090749361127,0.301,0.103,0,"5","Ccl27a"
0,1.78596213786907,0.263,0.065,0,"5","Wdr78"
0,1.73689638465741,0.274,0.076,0,"5","Ccdc92"
0,1.0786893760428,0.337,0.139,0,"5","Terf2ip"
0,1.21025830957979,0.324,0.126,0,"5","Acyp2"
0,0.86225197346603,0.38,0.182,0,"5","Rangap1"
0,1.80841027744854,0.268,0.07,0,"5","Kcnn2"
0,0.895619092348281,0.376,0.178,0,"5","Fra10ac1"
0,1.04111512365345,0.345,0.147,0,"5","Bmi1"
0,0.998150682143776,0.355,0.157,0,"5","Zfp462"
0,1.03664159904681,0.349,0.151,0,"5","Ahsa2"
0,0.99705503690457,0.353,0.155,0,"5","Nat9"
0,0.970112924387303,0.357,0.159,0,"5","Cluap1"
0,1.11257898128957,0.339,0.142,0,"5","Hs6st1"
0,1.05831671519826,0.341,0.144,0,"5","Slc45a4"
0,1.73449017543246,0.278,0.081,0,"5","Ninl"
0,1.78658926112064,0.271,0.074,0,"5","Mtmr7"
0,1.78295026872969,0.27,0.073,0,"5","Wnk2"
0,0.92249143160152,0.37,0.173,0,"5","Caml"
0,1.63461958900833,0.275,0.078,0,"5","Lrrc3b"
0,1.12746502348649,0.328,0.131,0,"5","Phf8"
0,1.4970790480648,0.291,0.094,0,"5","Ccdc173"
0,1.54515242927263,0.289,0.092,0,"5","Gm17251"
0,1.06735613669346,0.337,0.141,0,"5","Uckl1"
0,1.16378193859505,0.33,0.134,0,"5","Cyb5r1"
0,1.13320928822528,0.33,0.134,0,"5","Camsap1"
0,0.904885954046321,0.322,0.126,0,"5","Fezf1"
0,1.75885713789055,0.269,0.073,0,"5","Tspoap1"
0,1.23653376433452,0.319,0.123,0,"5","Ankmy2"
0,1.15071015029104,0.322,0.126,0,"5","Nkiras1"
0,0.793663709248662,0.389,0.193,0,"5","Ppm1b"
0,1.02337530743656,0.346,0.15,0,"5","March8"
0,1.05676994261934,0.346,0.15,0,"5","Rnf170"
0,0.941739443623282,0.356,0.16,0,"5","Tdg"
0,1.53629832658497,0.286,0.09,0,"5","Eml6"
0,1.22152598540083,0.313,0.118,0,"5","Ift172"
0,1.67665080680211,0.262,0.067,0,"5","Gm16579"
0,1.89601112385448,0.258,0.063,0,"5","Zmynd10"
0,0.855156338659285,0.373,0.178,0,"5","Snapc1"
0,0.774932323232601,0.389,0.194,0,"5","4930453N24Rik"
0,0.759009363719096,0.394,0.199,0,"5","Aip"
0,1.95201965135499,0.259,0.064,0,"5","Arxes1"
0,1.01072510068228,0.352,0.157,0,"5","Arhgap35"
0,0.920262050881932,0.359,0.164,0,"5","Ikzf5"
0,0.785963207531971,0.344,0.149,0,"5","Fam53b"
0,0.924492409700937,0.362,0.167,0,"5","Akap11"
0,0.96912569838144,0.352,0.157,0,"5","Senp5"
0,1.52071208526735,0.288,0.093,0,"5","Fgfbp3"
0,1.70390194494205,0.268,0.074,0,"5","Cacnb2"
0,1.24362037922843,0.312,0.118,0,"5","Galnt3"
0,0.872130973698132,0.37,0.176,0,"5","Aktip"
0,1.20633867483402,0.324,0.13,0,"5","Ap1m2"
0,1.8065429206709,0.264,0.07,0,"5","F730043M19Rik"
0,1.04214604979106,0.329,0.135,0,"5","Cdyl"
0,1.30599278561091,0.307,0.113,0,"5","Drosha"
0,0.807144010046339,0.389,0.195,0,"5","Carnmt1"
0,1.52254075045554,0.283,0.089,0,"5","Arhgap44"
0,1.33964673711309,0.289,0.095,0,"5","Amer2"
0,1.04724835692358,0.341,0.148,0,"5","Bcl9"
0,1.58009282944948,0.279,0.086,0,"5","Dnajc12"
0,1.1356050479986,0.299,0.106,0,"5","Aff3"
0,0.72745601645169,0.382,0.189,0,"5","Agap1"
0,1.174170917503,0.321,0.128,0,"5","1700037H04Rik"
0,2.02647010334517,0.251,0.058,0,"5","B4galnt3"
0,0.892041513138315,0.362,0.169,0,"5","Nt5c2"
0,0.739786677440029,0.991,0.798,0,"5","Atp1a1"
0,1.52737073291335,0.28,0.088,0,"5","Cep128"
0,0.784877553141187,0.387,0.195,0,"5","D5Ertd579e"
0,0.813540239449011,0.374,0.182,0,"5","Atn1"
0,0.831560634545675,0.378,0.186,0,"5","Inpp5f"
0,1.59271389245053,0.276,0.084,0,"5","Ulk4"
0,1.57454284198022,0.276,0.084,0,"5","Clec16a"
0,1.32616594073998,0.295,0.103,0,"5","Ehd3"
0,2.00476699908475,0.251,0.059,0,"5","Cfap47"
0,1.43052509012815,0.285,0.093,0,"5","C730034F03Rik"
0,0.97320488422134,0.336,0.145,0,"5","Zfyve9"
0,1.07792915916713,0.332,0.141,0,"5","Arfip2"
0,0.92905029089628,0.334,0.143,0,"5","Hfe"
0,1.61857557134503,0.273,0.082,0,"5","Tdrkh"
0,1.24800856510097,0.301,0.11,0,"5","Cep135"
0,1.54250571813923,0.273,0.082,0,"5","Kcna6"
0,0.804683847044641,0.385,0.194,0,"5","Prkar2a"
0,0.83896151295919,0.366,0.175,0,"5","Thap2"
0,1.72270148198074,0.253,0.062,0,"5","Olig2"
0,0.814754065412849,0.369,0.178,0,"5","Gpatch11"
0,1.58042555096838,0.27,0.08,0,"5","Wdr7"
0,0.959906818174728,0.346,0.156,0,"5","Ttc33"
0,1.00211521211847,0.339,0.15,0,"5","Hsph1"
0,1.68674463672353,0.262,0.073,0,"5","Pih1d2"
0,1.32239932004901,0.291,0.102,0,"5","Hsf2"
0,1.1302058709527,0.315,0.126,0,"5","Kif13a"
0,0.923776621976219,0.344,0.155,0,"5","Prpf18"
0,1.45165967353381,0.283,0.094,0,"5","Alg11"
0,0.949285044740403,0.347,0.158,0,"5","C1galt1c1"
0,1.09811929578969,0.254,0.066,0,"5","C130074G19Rik"
0,1.77288902643586,0.256,0.068,0,"5","Necab1"
0,1.09255604585632,0.317,0.129,0,"5","Spire1"
0,0.967307393744958,0.347,0.159,0,"5","Hook1"
0,0.905718971456501,0.353,0.165,0,"5","Afap1"
0,0.88571997654579,0.35,0.162,0,"5","Clasp2"
0,0.812793493340731,0.366,0.179,0,"5","Hspb11"
0,1.26025080813137,0.304,0.117,0,"5","Rnf121"
0,1.74818819814736,0.257,0.07,0,"5","Tmc5"
0,1.36314083203909,0.264,0.077,0,"5","Arl14epl"
0,0.896780165887443,0.337,0.151,0,"5","B9d2"
0,1.1007864336344,0.313,0.127,0,"5","5430405H02Rik"
0,1.58695850342653,0.263,0.077,0,"5","Fsd1l"
0,1.77754943054504,0.255,0.069,0,"5","C78859"
0,1.07261144872504,0.318,0.132,0,"5","Ipmk"
0,1.19514552594687,0.302,0.116,0,"5","Togaram1"
0,1.49609687573707,0.271,0.085,0,"5","Hist1h2ac"
0,1.17384206587569,0.306,0.12,0,"5","Znhit2"
0,1.40031827952033,0.283,0.097,0,"5","Wdr34"
0,0.89638918435584,0.338,0.153,0,"5","Pip4k2c"
0,1.69762607527771,0.257,0.072,0,"5","Kcnmb3"
