"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm35715",0.592359308359892,-0.0263613361122808,0,0.222,1
"Mrps7",0.592466009095851,0.0875992121378097,1,1,1
"Plxdc1",0.592547200662879,0.149850412939466,1,1,1
"Ccdc73",0.592569075165571,0.0735208843632735,1,1,1
"Psma1",0.592698092803972,0.00785843903880412,1,1,1
"Rab35",0.592727755977708,0.111658012410628,1,1,1
"Mrps35",0.592764671039957,0.115679673932493,1,1,1
"Aldh1a1",0.592865591000614,-0.179322815259825,1,1,1
"H2afj",0.592870334685268,0.0443691894348461,1,1,1
"Gm26982",0.592960331024644,0.0372170033212336,1,1,1
"2210039B01Rik",0.593094436933211,0.00516955380691497,0.444,0.333,1
"Gclc",0.593160046281474,-0.0302153291143676,1,1,1
"Tmem101",0.593213486576551,0.0338922250736426,1,1,1
"Gm28940",0.593232363884978,0.0297919529663768,0.333,0.222,1
"Gabpb1",0.593261819677918,0.129609873776664,1,1,1
"Gm37305",0.593361950227975,0.10907431448025,1,1,1
"Bag2",0.593698649713751,-0.0569180360628541,1,1,1
"Plin2",0.593716923386759,0.239886782455065,1,1,1
"Ptprk",0.593799888032217,-0.0949183123991406,1,1,1
"Cib2",0.594039063410505,0.109198113943639,1,1,1
"Nip7",0.594053554168455,-0.00201873106675876,1,1,1
"Gm10734",0.594150461568306,0.00518209275177339,0.667,0.778,1
"9330102E08Rik",0.594166181237168,0.00970362544214298,0.333,0.111,1
"D930030I03Rik",0.594296693593135,0.0524764862697382,1,1,1
"Acap3",0.59430637620258,-0.0026129631288403,1,1,1
"Fbxo33",0.594367830632456,0.187354379014468,1,1,1
"Far2os1",0.594533495187733,0.0362774719288934,0.333,0,1
"Mb21d2",0.594668046313367,0.102831312647828,1,0.778,1
"Zeb1",0.594834164777018,0.0286806585618845,1,1,1
"Gm35021",0.594847822537917,0.0179974929220572,0.444,0.222,1
"Blk",0.59486893294553,0.0524905861582385,0.556,0.556,1
"Gm48899",0.594928027797334,-0.00979875898437044,0.667,0.667,1
"Dynll2",0.594928254656112,0.136890237416817,1,1,1
"Ugt1a7c",0.595081975073619,0.133746965825834,0.889,1,1
"Gm10010",0.595112972799904,0.0169150151332715,0.333,0.111,1
"Gm15832",0.59512362556764,0.107389713015405,0.889,0.778,1
"Selenok-ps1",0.595234022824031,0.0209672159430379,0.556,0.556,1
"Olfr684",0.595310662253196,0.0213229731601086,0.333,0,1
"Strip1",0.595314468471648,0.146249167727649,1,1,1
"Gm46440",0.595314947306217,0.0478024420451946,0.444,0.444,1
"Rpp21",0.595351422145069,-0.00667491096051276,1,1,1
"4930563J15Rik",0.595444693496153,0.037668800591975,0.444,0.222,1
"4931428L18Rik",0.59548150530347,0.013725902837626,0.333,0.333,1
"Hmgn1",0.595532068656765,-0.0286709398486451,1,1,1
"H3f3b",0.595594545497927,-0.00496449416706124,1,1,1
"Cyp4f17",0.5956000087049,0.0358338024335652,0.778,0.889,1
"Dmbx1",0.595645056230729,-0.12222698982063,0.444,0.333,1
"Pemt",0.595652604253803,0.00889747986944434,0.778,1,1
"Hal",0.595819359749497,0.0269376185567549,0.667,0.556,1
"Gm43920",0.595828434385848,-0.0249634366761056,1,1,1
"Mmp19",0.595915163043439,0.14230666173044,0.889,0.889,1
"Klra9",0.596073315330158,0.0235692278502144,0.333,0.111,1
"Gm32568",0.596155092120505,0.0222156884722216,0.556,0.333,1
"Crb3",0.59621575726348,0.0780961724049831,0.889,1,1
"Mettl5os",0.596255184131285,0.0605616255977099,1,0.667,1
"Prr29",0.596375792324148,-0.0225252472021165,0,0.222,1
"Gm37065",0.596416839322317,0.0143169984020766,0.444,0.556,1
"Plpp2",0.596501462446217,-0.0570591677982215,1,1,1
"Gm16339",0.596530703405176,-0.0119987801728634,0.222,0.444,1
"Fbxl20",0.596583382428496,0.0531592134323109,1,1,1
"Cpne5",0.596778346941942,0.0177870226214258,0.444,0.111,1
"Nop58",0.596817495328047,0.050584035515028,1,1,1
"Zfp691",0.596839974101986,-0.0674033769803732,1,1,1
"Gm48623",0.596848075983597,-0.00357272055690272,0.667,0.667,1
"Prelid3a",0.596881244406801,0.0187805725979202,0.444,0.222,1
"Psen2",0.597033675458289,0.0102094584751622,1,1,1
"Stmn1",0.597044535750805,-0.0263389100064351,1,1,1
"Gtf2ird2",0.597065659915355,0.0882966178363631,1,1,1
"Acvr1",0.597073340245732,0.0304371017553517,1,1,1
"Fam168b",0.597173479695627,0.140930265061206,1,1,1
"Hmgcs2",0.597221374087435,0.0580394477086581,0.667,0.444,1
"Ppat",0.597291797464029,0.0178760816242345,1,1,1
"C230037L18Rik",0.597362327760021,0.0428508730403325,1,1,1
"Osbpl10",0.597377512713886,0.0252958374609071,0.889,0.778,1
"Pcmtd2",0.597392429003326,0.00448810274761158,1,1,1
"Serinc2",0.597453148100203,0.139016494821795,1,1,1
"Slc34a1",0.597471145100267,0.0298402270548319,0.556,0.333,1
"Kctd18",0.597533955260905,0.0928532891929645,1,1,1
"AK157302",0.597674191669629,-0.0222373820742927,0.333,0.444,1
"Adprh",0.597691314319076,0.0426774621796157,1,1,1
"1810034E14Rik",0.59769379462251,0.0644330578222108,1,1,1
"Gm14023",0.59770269255127,0.0933136603754035,1,0.889,1
"Me1",0.597728524447933,-0.153855284219118,1,0.778,1
"Ptpn1",0.597905129809169,0.217363374615765,1,1,1
"Itgb2l",0.597936232855335,-0.0255637755753417,0.222,0.333,1
"Mtmr2",0.597940750770863,0.109125089096499,1,1,1
"Pcdhga5",0.598170295217284,0.0150654330601316,1,0.889,1
"4930581F22Rik",0.598177051505404,-0.00101748446465622,1,1,1
"Tmem139",0.598313412419558,0.0300074515830957,0.778,0.778,1
"Dtd1",0.598424447799423,-0.185910492856407,1,1,1
"Gm29358",0.5985909911584,-0.0198348180973715,1,1,1
"Asns",0.598613429399958,-0.133172431763322,1,1,1
"Car6",0.59870482332318,-0.233341626650359,0.778,0.667,1
"Ormdl2",0.598858625894035,0.095670926079361,1,1,1
"Gm13869",0.598902968682074,0.00336245258965473,0.333,0.222,1
"Kcna3",0.598927019788617,0.0594460830863666,1,0.889,1
"Gm47405",0.598960108399102,0.0668082711687683,1,0.889,1
"Gm43024",0.598996810010762,-0.00545286895678343,0.556,0.667,1
"Gm2822",0.59907841516277,-0.0163378014882616,0.222,0.333,1
"Sptbn5",0.599118690502007,-0.0151524647132653,0.333,0.333,1
"1810063I02Rik",0.599146669275959,0.0468062488845096,0.111,0.111,1
"4933406J09Rik",0.599209889521826,0.0178475908069453,0.333,0,1
"Dnph1",0.59921746013645,0.0491060099473817,1,1,1
"Ephb6",0.599284831831501,0.00834040778583089,0.667,0.889,1
"Svop",0.5992956323788,0.0357869209271175,0.222,0,1
"Pim2",0.599379643130835,0.0151055284516914,1,1,1
"Utp23",0.599443013106343,0.111526091478362,1,1,1
"Slc17a5",0.599494943164713,0.040331661559563,1,1,1
"Ehd1",0.599548171411334,0.0237879244422686,1,1,1
"E230034D01Rik",0.599557405580347,0.00669133662262089,0.444,0.333,1
"Nat8f4",0.599583108402502,0.0428886671245081,0.667,0.444,1
"Tc2n",0.599690072501943,0.0557090831711893,1,1,1
"Gm26947",0.599737040909058,0.0271828402791425,0.778,1,1
"Kcna1",0.599809173282532,0.0244374926182758,0.778,0.667,1
"Gm10399",0.599880509994873,0.0800232516461863,1,1,1
"Gm44850",0.60024289995425,0.0184909589415279,0.333,0.111,1
"Spice1",0.600251162126769,0.102396397159501,1,1,1
"Mypop",0.600254252006468,0.00757287316876321,0.778,0.889,1
"Gm28857",0.600319849334491,-0.018328994570318,0,0.333,1
"Tmed10",0.600357401961148,-0.0693462088975658,1,1,1
"Rfesd",0.600533120488976,0.0776967325754967,1,1,1
"Rnft2",0.600715644983602,0.0183483044677724,0.444,0.222,1
"Dnaaf4",0.600755892113135,0.038778956727382,0.667,0.556,1
"AU015336",0.60077675862584,0.00974025875399942,0.444,0.556,1
"Ppp6c",0.600804860822284,0.0348421812139101,1,1,1
"A730017L22Rik",0.600839619483815,-0.0106600069069183,1,1,1
"4930483P17Rik",0.600939442930574,-0.00560530131213399,0.111,0.333,1
"Bloc1s6os",0.600980399671324,-0.0206762051431832,0.444,0.778,1
"Wdyhv1",0.600990366549463,-0.0232618026335034,1,1,1
"Gtf3c6",0.601038681739559,0.0931099719887788,1,1,1
"Spag6l",0.601136504845173,0.0125837244996561,0.444,0.333,1
"Adamts2",0.601337053670212,0.0353123423713555,0.667,0.333,1
"Stap1",0.601535253413835,0.16977599258603,1,1,1
"Ccr6",0.60171982641608,0.0248586522324175,0.667,0.556,1
"Hpx",0.601724484574315,0.0275983766298324,0.333,0.333,1
"Necab3",0.601792226694805,0.0431696477183956,0.444,0.333,1
"Ap1s2",0.601924300639104,0.0816406809125394,1,1,1
"Gm5784",0.601950681251569,-0.0228680696526284,0.444,0.444,1
"Gm50240",0.601973102192392,0.0983425376990903,1,1,1
"Dlgap4",0.602004541043643,0.108038341138909,1,1,1
"Rdh9",0.60208110194629,0.0197478955407084,0.333,0,1
"Zfp773",0.60215660904389,-0.0070233567900897,0.556,0.667,1
"Gm15417",0.602221043739008,-0.00903036519871581,1,1,1
"Dhx35",0.602308136285226,0.0669881957455738,1,1,1
"Pianp",0.602308744935881,0.116534705787803,0.778,0.889,1
"Slc43a2",0.602363235243214,0.192251714462439,1,1,1
"Lgi4",0.602379955558516,0.0510196415399204,0.778,0.889,1
"Cldn34c1",0.602416786968008,-0.0163158736341975,1,1,1
"Mavs",0.602501094444628,0.0670670071561674,1,1,1
"Lgals4",0.602505349784671,-0.00592274907718027,1,1,1
"Gm6209",0.602629029850839,0.00174303436015899,0.556,0.667,1
"Gpx2",0.602653342195038,-0.413469803570247,1,0.778,1
"Cep97",0.602681207358397,0.0343102749948132,1,1,1
"C030034L19Rik",0.602815304028492,0.0358012592806705,0.778,0.444,1
"Cpsf4l",0.602856260489667,-0.0161840004701128,0.111,0.222,1
"Gm39302",0.6029511148178,0.0328583586714184,0.778,0.667,1
"Zfp120",0.603003238123893,0.135849355878015,1,1,1
"Wdr92",0.603054844953922,0.0992877670668366,1,1,1
"Odc1",0.603077595422806,0.0158282934485071,1,1,1
"Sgo1",0.603113257037046,0.0236391632032995,0.667,0.778,1
"Sh3bgr",0.603268770639819,0.0845504478308632,1,1,1
"Psmb5",0.603497897286005,0.137447128439687,1,1,1
"Kpna2",0.603536998700877,0.0977118459798163,1,1,1
"Sec14l4",0.603607005700731,0.019002251548319,0.444,0.222,1
"Gm14379",0.603770053715924,-0.0262616584511264,0.444,0.667,1
"Zfr",0.603868003099595,0.0515055831833723,1,1,1
"Gm7967",0.603903762011262,0.043942295007013,0.778,0.667,1
"Gm26684",0.604001983906374,-0.0165816507552781,0.333,0.444,1
"Angptl6",0.60408192624065,0.0857083847379636,1,0.778,1
"Igfbp2",0.604122692349094,0.189018766085106,0.778,0.667,1
"Hddc2",0.604234911573348,0.084194583583739,1,1,1
"Slc9b1",0.604316116414437,-0.0154540440468103,0.444,0.556,1
"Poldip2",0.604320110203658,0.109923772547714,1,1,1
"Rab2b",0.604397648336028,0.11221946278388,1,1,1
"Dffb",0.604478812233049,0.0124058496793369,1,1,1
"Rpap2",0.604776736474777,0.0917703338536331,1,1,1
"Sec11a",0.604820315387783,0.0100668602768728,1,1,1
"Hhex",0.604847458977155,0.207616624464764,1,1,1
"Cntfr",0.604912709877239,-0.0243263604258099,0.111,0.222,1
"Olfr479",0.604914755995748,0.0393543576256388,0.333,0.111,1
"Krt18",0.604954430655004,0.367390000092553,1,1,1
"Gab1",0.605012121952366,0.0253354685374154,1,1,1
"Gm13783",0.605137094711236,0.0245258497316598,0.444,0.222,1
"Epcam",0.605184732822132,0.275326545935206,1,1,1
"Dnlz",0.605226253036981,0.0933898446373274,1,1,1
"Olfr1358",0.605508303880047,0.0279166917868081,0.333,0,1
"Adpgk",0.605525418806816,0.16003890582498,1,1,1
"Xpc",0.605619748611873,-0.00926944615235281,1,1,1
"Gm14168",0.605866024409539,-0.014377454321099,0.333,0.333,1
"Cnpy3",0.605893180037734,0.0198917640926057,1,1,1
"Usp35",0.605999527563175,-0.00298776333971418,1,1,1
"Ccdc142os",0.606045975371246,-0.029647160930534,0.667,0.667,1
"Rapgef3os2",0.606083294320053,0.0141220224755574,0.444,0.222,1
"Gm32492",0.606166385291853,0.0154079084228584,0.444,0,1
"Gm30984",0.606198625839273,0.0119152772862399,0.556,0.111,1
"Lgals12",0.606211280206604,0.0155753804774594,0.667,0.778,1
"Omg",0.606239807608655,0.0164203951343582,0.444,0.333,1
"D5Ertd605e",0.606293722218611,-0.0171970180623227,1,1,1
"Rab5a",0.606386263033644,0.0164217959152463,1,1,1
"Gm26779",0.606579972577719,0.0265751971050654,0.333,0.111,1
"Chaf1a",0.606623415082121,0.12599805096999,1,1,1
"Mfsd2a",0.606694247765999,-0.21591811753431,0.778,0.667,1
"Stard4",0.606749140239698,0.0803556990325782,1,1,1
"Vwa7",0.606769433369525,-0.0246576604766884,0.222,0.444,1
"Cggbp1",0.606843028998937,0.11917652255273,1,1,1
"1700010K24Rik",0.606882536769488,-0.0271518061144489,0,0.333,1
"Ankrd40",0.606936522348463,0.0707185668039675,1,1,1
"Olfr620",0.606958461308683,0.0205353637108581,0.333,0,1
"Mrpl17",0.606975027861079,-0.049123571282617,1,1,1
"Hdac10",0.607001789634879,0.0188154518522285,0.889,1,1
"Gm42372",0.60707175645471,0.0104454514125107,0.556,0.556,1
"Hdac11",0.607086830607892,0.0992997710138765,1,1,1
"Pnpo",0.607138326764718,0.0858616796165395,1,1,1
"Gm31036",0.607167705328856,0.0184444212976174,0.333,0,1
"Zic2",0.607395884460144,-0.00149287787045838,0.333,0.222,1
"Gm12158",0.607436781019519,-0.0234641790454106,0.222,0.222,1
"Hist1h2bb",0.607450022892005,0.0130813757227255,0.556,0.333,1
"Gm50071",0.607539987268005,0.0468705746100366,0.667,0.778,1
"Fbxo17",0.607542408668575,-0.00747126045888979,0.778,0.889,1
"Trim32",0.607553748244334,-0.0255093595601807,1,1,1
"Gga3",0.607554225891412,0.125153516998012,1,1,1
"Gm47815",0.6079402787898,-0.0240668761106262,0.333,0.444,1
"Ubox5",0.607942299730775,0.022830297516037,1,1,1
"C2cd5",0.607975469194161,0.134582207803914,1,1,1
"Fcnaos",0.608033358797918,-0.0253611915006395,0,0.333,1
"Cryba1",0.608061255753555,0.0275189671269813,0.556,0.333,1
"Dppa2",0.608092259990585,0.0385568508349561,0.556,0.111,1
"Ankle1",0.60810995870129,-0.017086829039894,0,0.333,1
"Gm44148",0.608119761830456,-0.00397988344092237,0.556,0.556,1
"Slc25a34",0.608137126117346,-0.0179404052458572,0.222,0.222,1
"Blzf1",0.608172842884397,0.0820698193813225,1,1,1
"Hp",0.608175767952648,0.387526032909233,1,1,1
"Flywch2",0.608239507377546,-0.0586429712965573,1,1,1
"Pdhb",0.608249958451107,-0.00942054453883479,1,1,1
"Lox",0.608317404604484,0.0525447659510716,0.889,0.778,1
"Chn1os3",0.608518862812778,0.0163095393829726,0.444,0,1
"Plcd4",0.608578098770285,0.0113307802419356,0.333,0.111,1
"F3",0.608618915995888,0.0588188554673703,1,1,1
"Txndc9",0.608640055222303,0.123481548885936,1,1,1
"Scly",0.608782854502652,0.0716372519678226,1,1,1
"Gm42702",0.608838630942668,0.0608976524774407,1,1,1
"Syt5",0.608906670965691,0.0294787604095097,0.444,0.222,1
"Gm16045",0.608917956118529,0.0193798851485778,0.333,0,1
"Hcfc1",0.608961277465249,0.166081320536736,1,1,1
"Lca5l",0.608967810072193,0.0195865043510679,0.889,1,1
"Ubash3a",0.609066774574779,-0.0191954321675629,0.444,0.556,1
"Wfikkn1",0.609095272444251,0.0497621286487884,0.222,0.111,1
"Iws1",0.609161844418272,0.0412277544901436,1,1,1
"Pcdhb18",0.609198816231958,-0.0129159298087225,0.667,0.667,1
"Faf1",0.609211109718214,0.126146241684156,1,1,1
"Pex26",0.60922213492287,0.0140671519663376,1,1,1
"Flnc",0.609238393819008,-0.019231259278103,0.556,0.667,1
"G630030J09Rik",0.60927287031741,0.0312727960294743,0.778,0.556,1
"Olfr231",0.609337509951095,0.0237366859864152,0.222,0.111,1
"Gins3",0.609377739306861,-0.0448763448564304,1,1,1
"Eif2b3",0.609438597297063,0.0342015144661512,1,1,1
"Rap2b",0.609644889979905,0.170914239536408,1,1,1
"Sall3",0.60966089468654,0.0299012344508602,0.333,0.333,1
"Pigr",0.609689238321136,0.200568984406129,0.889,0.778,1
"Fn3krp",0.60975357361112,-0.0145085160430596,1,1,1
"Sumo3",0.60975579913051,0.10421389650626,1,1,1
"Gm39326",0.609855736729823,0.0308117474328817,0.556,0.333,1
"AV356131",0.609862471526277,0.0490009296940443,1,1,1
"Map1lc3a",0.609898144206449,-0.104205585252628,1,1,1
"Tmem164",0.609950038143229,0.191404938239519,1,1,1
"Adora2b",0.609956229557192,0.119983272682805,1,1,1
"Gm26916",0.610038300719358,0.00622732696097072,0.778,0.667,1
"Gm38102",0.610077241113064,0.00932078009151072,0.333,0.111,1
"Ajap1",0.610109511424534,-0.0064146102165954,0.444,0.444,1
"Rbm14",0.610114910855495,0.0256417890918148,1,1,1
"Lrrc32",0.610181506997676,-0.013586829067757,1,1,1
"Gm26978",0.610221058654611,0.0212366841017166,0.333,0.222,1
"6030458C11Rik",0.610235369261015,0.0872451566604102,1,1,1
"Ifne",0.610247281875174,0.0172899020277737,0.222,0.222,1
"2900041M22Rik",0.610446516706273,0.0315716491599787,0.889,0.778,1
"Gm21269",0.610485932876741,-0.0232181168818952,0.333,0.444,1
"Gm44751",0.610530984773131,0.133217549534979,1,1,1
"Ccnjl",0.610624465494017,-0.0177964293012085,0.667,1,1
"Mrpl11",0.610631100479537,-0.00506600728178763,1,1,1
"Cystm1",0.610722748428105,0.234022771978701,1,1,1
"Gm15892",0.610770104241033,0.0290556455136195,0.778,0.556,1
"Dpep1",0.610803409642194,0.0177536033947541,0.333,0,1
"Klrc2",0.610990014453132,0.019799650815846,0.333,0,1
"I830134H01Rik",0.611014186159832,0.0202790379567062,0.333,0,1
"Ilk",0.611034401747292,0.115170684622447,1,1,1
"Zfp57",0.611135022539996,-0.0144681795595183,0.667,0.889,1
"Gm867",0.611304358174,-0.0212159697294743,0,0.222,1
"Rp2",0.611359381104633,0.20393958305784,1,1,1
"Cep170",0.611520388401732,0.166899063823468,1,1,1
"Rwdd3",0.611536876663128,0.0848674798693549,1,0.889,1
"Lrrc3",0.611584481682818,-0.0528019944154781,1,1,1
"Polr2b",0.611585444110162,0.12761437682146,1,1,1
"Gm39228",0.611702324568818,-0.00857756148796396,0.333,0.444,1
"Gm13373",0.61176373388106,0.115100014055687,0.889,1,1
"Gm15423",0.611813191631386,0.0133834439634168,0.333,0.111,1
"Tspan7",0.61190186982962,0.202325783571587,1,1,1
"Gm31645",0.611940695306909,0.0176224454786214,0.556,0.333,1
"Rnf144b",0.612084283443,0.169615345072077,1,1,1
"Atp5g1",0.612115710306861,-0.0141698271192003,1,1,1
"Igfbp6",0.612136437182191,6.16207709187577e-05,0.778,0.889,1
"Gm26703",0.612187526073029,-0.00701894433493955,0.444,0.444,1
"Mapk8",0.612410612882552,0.149715467200428,1,1,1
"4930403D09Rik",0.612436608070329,0.017718045836614,0.333,0.222,1
"Pcgf2",0.612437009680661,0.139297025543335,1,1,1
"Armh3",0.612524983897825,0.0859501313501081,1,1,1
"Klhl22",0.612555824337668,0.0776735679786151,1,1,1
"Tpm3",0.612597504545574,0.147317564577662,1,1,1
"Uqcr10",0.612624627378264,-0.0833357200418827,1,1,1
"Sptlc1",0.61263772548034,0.0842738650259029,1,1,1
"Cd200r1",0.612652920967401,0.218228420076822,1,1,1
"Fam160b2",0.612656499092832,0.0294138308581793,1,1,1
"Gpsm3",0.612684148564907,0.199170085647713,1,1,1
"Dnajb12",0.612707530923692,0.0973953130288796,1,1,1
"Deptor",0.612717635033033,0.0707540453469053,1,1,1
"Phldb3",0.612758589645172,0.018971251627395,0.778,1,1
"Hotairm1",0.612795071305593,0.0906047422755245,1,1,1
"1700105P06Rik",0.612855854339564,0.00615058839242488,0.667,0.222,1
"Kank4",0.612977170666538,-0.0308373679034628,1,1,1
"Fam171b",0.613063544188786,0.0944251443700437,1,0.778,1
"Gm16617",0.613103738589265,-0.017058783802681,0.222,0.222,1
"Slco1c1",0.613163108572328,0.226479132095725,0.667,0.444,1
"Zfp286",0.613164595282073,0.0500989926908266,0.889,0.889,1
"Gm42696",0.613333987517981,0.0220205388393304,0.778,0.778,1
"Bhlha15",0.613341827870451,-0.0771317915061078,0.667,0.778,1
"Ccz1",0.613376281813247,-0.0142207479251782,1,1,1
"4833413G10Rik",0.6135570457209,0.0332228176350644,0.667,0.889,1
"Cep295",0.613559311613812,0.051409164473728,1,1,1
"Zfp810",0.613596980612507,0.09021204374364,1,1,1
"Armc10",0.613726393967828,0.131943359835557,1,1,1
"Pdia6",0.613765548443518,0.0310945468316981,1,1,1
"Hoxd8",0.613875216182312,-0.0176786682180041,1,1,1
"Prss34",0.614068844168161,-0.0016434874701341,0.333,0.222,1
"Hdac4",0.614074820456531,0.130710587852166,1,1,1
"9230114K14Rik",0.614093953469887,0.0933822431647959,1,0.889,1
"Slc35g2",0.614141828531236,-0.080259568819395,1,1,1
"Tmem51",0.614166571041147,0.215753515164175,1,1,1
"A430057M04Rik",0.614249310357389,0.0394574496586846,0.333,0.111,1
"Rhox5",0.614407823104524,-0.0166107148536003,0.111,0.333,1
"Phf13",0.614411344669948,0.0166263782260154,1,1,1
"Gm1604a",0.614431849771548,-0.00230191165632165,0.333,0.556,1
"4930440I19Rik",0.614478176504297,0.00985877258802503,0.333,0.111,1
"Celsr2",0.614551480452313,0.0480855268587761,1,1,1
"Klhl23",0.614572981418958,0.126701804060806,1,1,1
"Sec31b",0.614676173231643,-0.0108209808598545,0.444,0.444,1
"Cyfip2",0.614743833171976,0.215318599967345,1,1,1
"Fam98a",0.614800110604407,0.011841174557834,1,1,1
"Arhgap40",0.614961140664738,0.0246621179783246,0.333,0,1
"Klhl31",0.614961763693623,0.0151365021877083,0.333,0.111,1
"Ace2",0.614962280038824,0.0113773068008745,0.444,0.333,1
"Nfix",0.61501965402184,-0.118980882458932,1,1,1
"Zmpste24",0.615138332386604,0.121018787930399,1,1,1
"Msh5",0.615343103978331,0.0135499476578991,0.889,1,1
"H2-Q2",0.615364119089588,0.0334138045181782,0.444,0.556,1
"Sec63",0.615430527675519,0.135425686065246,1,1,1
"Gm48302",0.615443636064607,0.19988242140114,1,1,1
"Gm16553",0.615463574133715,-0.0101598544944075,0.556,0.667,1
"Rab25",0.615562119095761,0.166214626920238,1,0.889,1
"Tpgs1",0.615728440768524,0.134410753622751,1,1,1
"Il4ra",0.6157684592678,0.222143401247848,1,1,1
"Exosc9",0.615965196076983,-0.015225048607034,1,1,1
"Aurkb",0.616026587652341,0.0868855185827169,1,1,1
"Gm36287",0.616323746836433,0.0260261885545465,0.333,0,1
"Psmc4",0.616384970680719,-0.0161263037046018,1,1,1
"Vamp7",0.61638749840108,0.117884302246476,1,1,1
"Igf2",0.616457725051135,-0.0308542932073013,0.889,0.889,1
"Klc3",0.61660086162796,0.116495132100652,1,1,1
"Zswim5",0.616613034670024,0.00719293364046081,0.556,0.556,1
"Itfg1",0.616686709134614,0.0278366797218161,1,1,1
"Tyw1",0.616933717943322,0.0468182860742523,1,1,1
"Taf1b",0.61696276313534,0.136493464722361,1,1,1
"Ptpn18",0.616987971387772,0.0535213911771257,1,1,1
"C230013L11Rik",0.616993124114683,0.0132805522446011,0.778,0.889,1
"Emilin2",0.617078159709219,0.338704784313796,1,1,1
"Cog5",0.617087472329528,0.0695108024602786,1,1,1
"4930417H01Rik",0.617130022223542,-0.0263408255202942,0.333,0.556,1
"Pdlim3",0.617144074602653,0.136039776319922,1,0.889,1
"Gjb1",0.617184965398224,-0.0227067099036122,0.556,0.444,1
"Wnk2",0.61723700123866,0.116962039406843,1,0.889,1
"Prdm4",0.617267316208196,-0.0490649571799668,1,1,1
"Rbm8a",0.617273685191833,0.124597667175677,1,1,1
"Selenoi",0.617295660747032,0.125548832027019,1,1,1
"Clcc1",0.617335758037179,0.109171706792011,1,1,1
"Acp6",0.617376840240011,-0.0132001245666737,1,1,1
"Arhgap27",0.617377451737601,-0.00783337805885331,1,1,1
"Esrp2",0.617521425939557,-0.0453328478300725,0.778,0.889,1
"Ccm2",0.617636493276654,0.0369048076968193,1,1,1
"Gm28068",0.617682645848074,0.0291360480815355,0.556,0.444,1
"Egr3",0.617709628281356,0.319688382923809,1,1,1
"Meis1",0.617743440365733,0.118491405154264,1,1,1
"Gm47754",0.617751733936996,0.100535284567559,1,1,1
"Elp3",0.617753807706762,0.0189690730027117,1,1,1
"Zcchc12",0.617859974733372,0.0292648229089805,0.444,0.222,1
"Larp6",0.617903418131668,0.0194316536271755,0.333,0,1
"Gm26788",0.618074899853746,-0.00741292231290469,0.556,0.556,1
"1700112J16Rik",0.618129315933777,0.0207160184087276,0.333,0.111,1
"Vmo1",0.618131370238259,0.416313537678417,0.889,0.889,1
"Aars2",0.618232341589401,0.00907141748668616,1,0.889,1
"Dpep3",0.618307679095488,0.0107514936024655,0.333,0.111,1
"Triap1",0.618499405823801,0.0670330188042338,1,1,1
"Irs2",0.618515129573815,-0.0298240379498971,1,1,1
"Hist1h4j",0.618517206485813,0.0404231196342635,0.333,0.222,1
"Zfp81",0.61857394410391,0.125308504636456,1,1,1
"Aprt",0.618602880551762,0.186814354167337,1,1,1
"Olfr1183",0.618621293161465,-0.0134206999641555,0.111,0.111,1
"Gm47471",0.618847252135795,0.0138374183592602,0.222,0.111,1
"Pigm",0.618850151475567,0.0722321394798286,1,1,1
"Gm40557",0.618893224609059,0.036075303533166,0.444,0.222,1
"Trem1",0.618964283926549,-0.0728689952286752,0.778,1,1
"Zfp3",0.61901245513134,0.0674385599816931,1,1,1
"Slc31a2",0.619020233103243,0.128936965651919,1,1,1
"Srp68",0.619074171567759,-0.00054899775881645,1,1,1
"Dcst1",0.619138690672208,-0.0199950642877131,0.444,0.667,1
"Dnal1",0.619152687443778,0.0295510323994632,1,1,1
"Gm16552",0.619162771839921,0.0172136849503164,0.556,0.556,1
"Rbm12b1",0.619166012899122,0.0371566855577741,1,1,1
"1700086O06Rik",0.619174732438575,0.0439488259812242,1,1,1
"Gpn2",0.619176773987258,0.0422633403284003,1,1,1
"Map3k12",0.619226092601587,0.167523283422058,1,1,1
"Atad3aos",0.619287643165265,0.0706947885382845,1,0.889,1
"Ap1m1",0.61931503692096,0.156522160853623,1,1,1
"Mapkap1",0.619446276718705,0.117336114805023,1,1,1
"Lrmda",0.619458134869132,0.0109375965984437,1,1,1
"Slf1",0.619505587284076,0.0241623338606378,1,1,1
"Ddx56",0.619536166753938,0.0669622820626072,1,1,1
"Krt222",0.619638914298799,-0.0192216948104238,0.667,0.778,1
"Rtkn",0.619720452912593,-0.0688899541307073,1,1,1
"Ptp4a2",0.619760179247264,0.0174592361855082,1,1,1
"Dnajc25",0.619796715105055,0.13231245382325,1,1,1
"Hist1h2be",0.619805990337861,0.0168619564332215,1,1,1
"Col12a1",0.619807274325127,-0.00106882253924834,0.667,0.556,1
"Man2a2",0.619836508956339,0.0828783790324046,1,1,1
"Fam71e1",0.619881532068766,-0.00133982748647732,1,1,1
"Gm47798",0.619909942914626,0.0191470253689121,0.556,0.333,1
"Smad6",0.620086687188134,-0.0570489954211708,1,1,1
"Ttk",0.620159079544741,0.0404779592639248,0.556,0.333,1
"1700066B17Rik",0.62017646323971,0.0238992591774414,0.333,0,1
"4930502E09Rik",0.620426549124029,0.0177018978053582,0.333,0,1
